Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Price
Jet Airways,08/04/2023,Kolkata,New Delhi,13:43,10h 6m,3 stops,11701
Jet Airways,08/04/2023,Kolkata,New Delhi,07:13,10h 32m,2 stops,10155
Air Asia,08/02/2023,Bangalore,Hyderabad,19:13,19h 43m,1 stop,8913
Jet Airways,20/04/2023,Kolkata,Bangalore,05:39,22h 10m,2 stops,14459
Air Asia,10/04/2023,Mumbai,Kolkata,23:17,8h 59m,2 stops,7966
Multiple carriers,09/02/2023,Delhi,Bangalore,10:46,12h 53m,2 stops,8921
Multiple carriers,20/02/2023,Chennai,Delhi,13:00,25h 25m,non-stop,10233
Vistara,14/04/2023,Delhi,Hyderabad,04:29,25h 17m,non-stop,9926
SpiceJet,02/04/2023,Kolkata,Hyderabad,08:18,12h 1m,2 stops,8375
Vistara,26/01/2023,Delhi,Hyderabad,06:39,17h 28m,2 stops,9468
Air India,11/02/2023,Kolkata,Bangalore,23:30,24h 37m,3 stops,15449
IndiGo,27/04/2023,Chennai,Hyderabad,22:31,8h 17m,3 stops,8121
Air India,13/02/2023,Bangalore,Hyderabad,08:34,12h 28m,2 stops,9227
Air Asia,10/01/2023,Kolkata,Hyderabad,10:49,24h 26m,1 stop,11289
Jet Airways,15/03/2023,Mumbai,Cochin,06:35,3h 28m,1 stop,6921
Multiple carriers,15/04/2023,Mumbai,Delhi,09:44,1h 8m,non-stop,4033
GoAir,06/04/2023,Delhi,Kolkata,06:11,11h 29m,1 stop,7193
GoAir,28/03/2023,Delhi,Bangalore,22:16,9h 38m,non-stop,4537
Air India,20/02/2023,Chennai,Kolkata,15:51,2h 53m,non-stop,5369
GoAir,25/02/2023,Bangalore,Delhi,01:32,11h 50m,3 stops,9828
GoAir,10/01/2023,Bangalore,Hyderabad,18:05,18h 49m,non-stop,7589
Jet Airways,15/03/2023,Mumbai,New Delhi,14:39,21h 12m,non-stop,10821
Vistara,27/02/2023,Delhi,Kolkata,23:09,21h 21m,non-stop,7622
GoAir,10/04/2023,Chennai,Delhi,22:47,14h 56m,non-stop,6322
Multiple carriers,17/04/2023,Bangalore,Delhi,12:01,1h 14m,non-stop,3124
Jet Airways,16/03/2023,Delhi,Bangalore,21:49,11h 34m,3 stops,12588
SpiceJet,25/04/2023,Mumbai,Cochin,22:55,19h 9m,1 stop,9333
Jet Airways,24/01/2023,Kolkata,Cochin,03:01,18h 38m,non-stop,10096
Jet Airways,09/01/2023,Mumbai,Cochin,10:55,11h 59m,1 stop,9597
SpiceJet,21/01/2023,Kolkata,Cochin,13:17,8h 59m,1 stop,6581
GoAir,16/01/2023,Bangalore,Kolkata,12:01,15h 55m,1 stop,8029
IndiGo,21/02/2023,Chennai,Kolkata,06:13,25h 24m,non-stop,7940
Jet Airways,03/04/2023,Mumbai,Delhi,16:07,6h 48m,1 stop,7246
Air Asia,06/04/2023,Mumbai,Cochin,10:26,7h 13m,non-stop,5387
GoAir,07/03/2023,Chennai,Cochin,03:29,1h 0m,non-stop,3895
Vistara,15/02/2023,Chennai,New Delhi,11:19,3h 27m,2 stops,6219
Air India,03/01/2023,Chennai,Kolkata,08:46,21h 57m,2 stops,11342
Jet Airways,14/03/2023,Kolkata,Bangalore,00:08,17h 9m,1 stop,11173
Air Asia,18/03/2023,Bangalore,New Delhi,06:55,24h 42m,2 stops,11761
Vistara,23/01/2023,Kolkata,Bangalore,16:09,24h 51m,1 stop,10247
Air India,05/03/2023,Kolkata,New Delhi,06:19,13h 40m,2 stops,11111
Multiple carriers,04/01/2023,Mumbai,Cochin,00:21,1h 56m,non-stop,2320
Jet Airways,11/03/2023,Chennai,New Delhi,12:48,20h 46m,1 stop,10823
Air India,25/04/2023,Bangalore,Cochin,07:05,14h 4m,non-stop,8483
Air Asia,20/04/2023,Chennai,Kolkata,17:28,5h 54m,non-stop,3887
Air Asia,17/01/2023,Chennai,Cochin,10:42,18h 23m,non-stop,7478
Air Asia,17/01/2023,Mumbai,Bangalore,07:32,5h 51m,1 stop,5211
Air India,21/02/2023,Bangalore,Hyderabad,09:56,20h 6m,1 stop,9963
Multiple carriers,26/03/2023,Kolkata,Hyderabad,09:21,23h 29m,2 stops,12306
Jet Airways,17/02/2023,Delhi,Kolkata,21:09,19h 47m,non-stop,10281
Vistara,19/01/2023,Bangalore,New Delhi,20:02,8h 10m,3 stops,9160
IndiGo,03/03/2023,Mumbai,Kolkata,11:12,21h 55m,3 stops,12175
SpiceJet,03/02/2023,Chennai,Delhi,17:28,4h 47m,2 stops,6842
GoAir,02/02/2023,Delhi,Bangalore,10:51,16h 49m,3 stops,11858
Air India,09/01/2023,Delhi,Cochin,11:27,21h 1m,1 stop,9943
SpiceJet,16/01/2023,Chennai,New Delhi,17:45,10h 8m,2 stops,7628
Air Asia,01/05/2023,Chennai,Delhi,02:55,17h 11m,3 stops,12429
SpiceJet,29/01/2023,Kolkata,Hyderabad,00:12,24h 47m,2 stops,11576
Jet Airways,09/03/2023,Mumbai,Delhi,01:51,18h 23m,1 stop,11420
Jet Airways,13/01/2023,Delhi,Bangalore,21:10,21h 40m,1 stop,12476
Jet Airways,24/02/2023,Mumbai,Delhi,06:17,2h 25m,2 stops,8298
Vistara,11/02/2023,Chennai,Kolkata,04:46,10h 0m,non-stop,5014
Multiple carriers,20/03/2023,Kolkata,Hyderabad,19:04,2h 48m,3 stops,7287
Jet Airways,08/04/2023,Chennai,Bangalore,07:25,6h 41m,3 stops,10800
SpiceJet,10/01/2023,Kolkata,Cochin,07:17,5h 57m,3 stops,7502
Jet Airways,28/03/2023,Kolkata,Bangalore,08:48,11h 0m,non-stop,7816
Multiple carriers,09/04/2023,Mumbai,New Delhi,20:38,16h 14m,3 stops,11111
Air India,20/03/2023,Mumbai,Hyderabad,14:09,3h 56m,2 stops,8542
Multiple carriers,18/04/2023,Bangalore,Kolkata,08:07,21h 29m,3 stops,12948
Jet Airways,29/01/2023,Chennai,Cochin,16:06,3h 46m,2 stops,8244
Air Asia,08/01/2023,Chennai,Kolkata,20:06,25h 17m,2 stops,13102
Multiple carriers,23/02/2023,Mumbai,Cochin,21:53,9h 22m,non-stop,4276
Air India,16/03/2023,Chennai,Bangalore,15:14,19h 27m,2 stops,10962
Air Asia,18/04/2023,Mumbai,Delhi,18:24,20h 33m,3 stops,11586
Air India,13/01/2023,Mumbai,Hyderabad,18:06,4h 48m,1 stop,6238
Vistara,06/04/2023,Chennai,Hyderabad,01:22,21h 50m,3 stops,13495
Air Asia,05/01/2023,Mumbai,Delhi,12:52,21h 47m,3 stops,13120
IndiGo,24/01/2023,Kolkata,Delhi,00:40,11h 6m,2 stops,9135
Vistara,28/02/2023,Bangalore,Hyderabad,08:22,22h 22m,2 stops,12493
SpiceJet,11/04/2023,Delhi,Kolkata,01:20,15h 44m,2 stops,9824
Jet Airways,09/04/2023,Kolkata,Delhi,17:41,11h 47m,3 stops,12792
GoAir,12/02/2023,Kolkata,New Delhi,11:39,18h 47m,1 stop,8648
Multiple carriers,12/01/2023,Bangalore,Hyderabad,20:25,11h 39m,3 stops,10559
Jet Airways,03/02/2023,Chennai,Bangalore,22:31,12h 21m,3 stops,13334
GoAir,11/02/2023,Kolkata,Bangalore,00:07,7h 37m,2 stops,8611
Multiple carriers,23/01/2023,Mumbai,Delhi,12:39,23h 4m,1 stop,9441
Air India,21/02/2023,Mumbai,Hyderabad,08:09,23h 21m,2 stops,12562
Jet Airways,19/04/2023,Chennai,New Delhi,23:52,10h 39m,non-stop,7163
SpiceJet,01/02/2023,Chennai,New Delhi,17:09,22h 17m,non-stop,8012
SpiceJet,23/04/2023,Kolkata,Bangalore,07:28,21h 51m,1 stop,8547
IndiGo,03/01/2023,Delhi,Bangalore,19:30,15h 26m,1 stop,7594
Jet Airways,21/02/2023,Mumbai,Delhi,20:36,13h 47m,2 stops,11697
GoAir,17/02/2023,Delhi,Kolkata,11:57,8h 20m,2 stops,7157
Jet Airways,01/02/2023,Delhi,Hyderabad,17:37,5h 6m,3 stops,10846
GoAir,30/01/2023,Bangalore,Delhi,23:22,23h 44m,1 stop,10202
Multiple carriers,28/02/2023,Mumbai,New Delhi,19:28,16h 37m,3 stops,10632
Jet Airways,27/02/2023,Bangalore,Delhi,17:41,2h 57m,2 stops,8476
Jet Airways,15/02/2023,Bangalore,Hyderabad,02:46,9h 36m,2 stops,11190
IndiGo,25/02/2023,Mumbai,Kolkata,22:48,5h 25m,1 stop,5605
Air Asia,28/03/2023,Delhi,Hyderabad,09:21,8h 36m,3 stops,8795
GoAir,07/01/2023,Bangalore,Delhi,22:48,12h 37m,non-stop,6586
Air India,09/03/2023,Mumbai,New Delhi,13:46,6h 46m,1 stop,6509
Jet Airways,25/03/2023,Kolkata,New Delhi,15:46,4h 21m,non-stop,5192
Vistara,29/03/2023,Mumbai,Hyderabad,12:51,14h 24m,3 stops,10283
GoAir,09/02/2023,Kolkata,New Delhi,11:11,23h 27m,2 stops,11773
Air India,21/02/2023,Kolkata,Cochin,06:14,12h 41m,non-stop,6695
Air Asia,02/02/2023,Bangalore,Delhi,00:56,20h 3m,non-stop,8398
GoAir,09/03/2023,Bangalore,New Delhi,00:00,11h 24m,2 stops,7806
GoAir,21/03/2023,Bangalore,Hyderabad,15:11,18h 13m,2 stops,9698
Jet Airways,15/03/2023,Mumbai,Cochin,05:57,15h 45m,1 stop,10289
Jet Airways,21/03/2023,Chennai,New Delhi,01:59,18h 56m,non-stop,10153
Multiple carriers,29/03/2023,Delhi,Cochin,05:37,17h 10m,non-stop,7269
SpiceJet,20/03/2023,Mumbai,Bangalore,10:29,22h 35m,3 stops,13105
Air Asia,12/03/2023,Bangalore,Hyderabad,02:21,8h 23m,1 stop,5990
Air Asia,15/02/2023,Kolkata,New Delhi,01:58,16h 51m,non-stop,7736
Air India,10/03/2023,Delhi,Hyderabad,16:25,25h 34m,1 stop,11328
GoAir,07/02/2023,Kolkata,Bangalore,20:27,13h 27m,3 stops,9918
Air Asia,14/01/2023,Bangalore,Kolkata,10:35,16h 39m,3 stops,11126
Air Asia,31/03/2023,Delhi,Hyderabad,01:33,2h 12m,non-stop,3128
Jet Airways,07/01/2023,Delhi,Hyderabad,17:01,2h 19m,3 stops,9385
GoAir,16/04/2023,Mumbai,New Delhi,21:55,14h 47m,1 stop,8041
GoAir,28/02/2023,Bangalore,New Delhi,05:57,8h 45m,2 stops,7149
SpiceJet,15/03/2023,Chennai,Bangalore,20:39,1h 2m,non-stop,2171
Air India,26/03/2023,Delhi,Bangalore,10:11,13h 52m,1 stop,8511
Vistara,01/02/2023,Bangalore,Delhi,19:42,9h 56m,3 stops,10143
Multiple carriers,05/04/2023,Kolkata,Hyderabad,08:26,23h 0m,3 stops,13936
Vistara,18/04/2023,Chennai,Cochin,06:52,25h 31m,2 stops,12479
IndiGo,31/03/2023,Chennai,New Delhi,14:08,22h 44m,1 stop,8644
Air India,09/01/2023,Bangalore,Kolkata,05:34,11h 10m,2 stops,10706
Vistara,06/02/2023,Delhi,Cochin,18:16,4h 48m,non-stop,3808
SpiceJet,19/04/2023,Bangalore,Delhi,15:12,5h 33m,non-stop,3710
Air Asia,30/01/2023,Bangalore,New Delhi,01:53,13h 11m,non-stop,6811
Air India,17/02/2023,Kolkata,Delhi,14:47,5h 28m,non-stop,5607
SpiceJet,10/02/2023,Kolkata,Hyderabad,01:36,1h 9m,non-stop,3510
Multiple carriers,01/03/2023,Kolkata,Cochin,06:57,21h 3m,3 stops,12528
Jet Airways,24/01/2023,Delhi,Bangalore,20:12,11h 42m,3 stops,11301
Air Asia,09/03/2023,Bangalore,Delhi,09:35,6h 9m,2 stops,6616
Air India,08/03/2023,Bangalore,Kolkata,17:01,20h 46m,1 stop,10982
GoAir,26/04/2023,Delhi,Bangalore,03:43,8h 0m,3 stops,8507
IndiGo,16/01/2023,Chennai,Delhi,07:48,21h 2m,non-stop,6790
Air Asia,19/02/2023,Mumbai,Hyderabad,09:43,20h 24m,3 stops,13364
SpiceJet,02/02/2023,Chennai,Delhi,11:40,15h 30m,1 stop,7680
GoAir,06/02/2023,Kolkata,Bangalore,20:46,6h 24m,2 stops,8306
Jet Airways,03/01/2023,Delhi,Hyderabad,13:51,10h 9m,non-stop,7441
Vistara,21/02/2023,Mumbai,Bangalore,04:53,21h 22m,1 stop,10678
Vistara,28/02/2023,Chennai,Kolkata,23:28,15h 24m,3 stops,10994
GoAir,21/02/2023,Delhi,Hyderabad,04:46,17h 13m,1 stop,8194
SpiceJet,22/04/2023,Mumbai,Bangalore,23:42,20h 23m,3 stops,12122
Vistara,09/02/2023,Delhi,Hyderabad,06:25,5h 30m,non-stop,4361
Air Asia,07/01/2023,Delhi,Kolkata,06:13,11h 35m,1 stop,7600
Vistara,24/01/2023,Mumbai,Kolkata,14:01,23h 13m,3 stops,13412
Jet Airways,29/03/2023,Delhi,Hyderabad,18:49,5h 41m,3 stops,10927
SpiceJet,01/03/2023,Kolkata,Cochin,07:55,24h 8m,3 stops,12647
IndiGo,11/01/2023,Bangalore,New Delhi,00:00,2h 21m,non-stop,2641
GoAir,20/01/2023,Kolkata,Hyderabad,06:19,3h 23m,2 stops,6944
Air Asia,01/04/2023,Chennai,Cochin,05:18,10h 6m,1 stop,7844
Jet Airways,10/03/2023,Kolkata,New Delhi,19:26,6h 35m,3 stops,11433
Multiple carriers,26/03/2023,Kolkata,New Delhi,04:58,15h 6m,non-stop,6027
Vistara,03/03/2023,Chennai,Kolkata,05:49,1h 37m,non-stop,4156
Air Asia,24/01/2023,Mumbai,Delhi,14:57,1h 31m,non-stop,4063
GoAir,09/01/2023,Bangalore,Cochin,05:08,20h 19m,3 stops,13377
Jet Airways,26/01/2023,Bangalore,Hyderabad,20:20,10h 45m,non-stop,7226
Air Asia,25/04/2023,Bangalore,Delhi,18:26,6h 23m,2 stops,6893
Multiple carriers,04/03/2023,Mumbai,New Delhi,10:57,6h 3m,1 stop,6434
Multiple carriers,25/02/2023,Delhi,Kolkata,10:02,9h 47m,3 stops,10100
Air India,22/04/2023,Delhi,Bangalore,19:00,24h 36m,non-stop,9619
Vistara,30/03/2023,Kolkata,New Delhi,21:17,23h 24m,2 stops,11501
Vistara,13/02/2023,Chennai,Hyderabad,04:22,24h 16m,1 stop,10501
Multiple carriers,28/04/2023,Delhi,Kolkata,21:05,22h 58m,2 stops,12264
Air India,01/02/2023,Bangalore,New Delhi,02:11,12h 4m,1 stop,8671
SpiceJet,02/01/2023,Bangalore,New Delhi,23:00,24h 51m,2 stops,12282
Air India,22/03/2023,Kolkata,Delhi,14:40,11h 50m,non-stop,7004
Air India,18/01/2023,Bangalore,Hyderabad,06:58,24h 59m,non-stop,9380
Air India,25/02/2023,Bangalore,New Delhi,21:14,7h 3m,non-stop,5542
GoAir,02/03/2023,Mumbai,Bangalore,06:45,16h 38m,1 stop,8460
Multiple carriers,26/02/2023,Mumbai,New Delhi,05:32,1h 5m,non-stop,4245
SpiceJet,23/04/2023,Delhi,Bangalore,17:36,7h 44m,non-stop,4689
Air India,19/04/2023,Kolkata,Bangalore,10:48,8h 10m,3 stops,10801
Multiple carriers,06/03/2023,Mumbai,Kolkata,20:18,7h 27m,2 stops,8438
GoAir,01/01/2023,Kolkata,Delhi,20:56,22h 16m,2 stops,12044
Jet Airways,09/01/2023,Bangalore,New Delhi,15:22,24h 3m,3 stops,14663
Air Asia,28/03/2023,Bangalore,Hyderabad,02:20,19h 49m,2 stops,11179
Air India,04/04/2023,Mumbai,Cochin,10:28,12h 47m,3 stops,11258
Air Asia,10/02/2023,Delhi,Kolkata,17:47,7h 14m,1 stop,5337
GoAir,23/04/2023,Chennai,Kolkata,14:20,13h 29m,3 stops,10676
Jet Airways,07/04/2023,Kolkata,Hyderabad,12:26,1h 55m,non-stop,5864
GoAir,20/01/2023,Chennai,Hyderabad,12:23,1h 27m,non-stop,2559
Jet Airways,03/01/2023,Kolkata,New Delhi,12:30,5h 17m,2 stops,8655
IndiGo,21/01/2023,Chennai,Kolkata,09:53,18h 17m,1 stop,7889
Air Asia,05/03/2023,Mumbai,Hyderabad,13:27,6h 31m,non-stop,4223
Air India,01/04/2023,Bangalore,Cochin,15:38,10h 9m,1 stop,8062
Air Asia,09/02/2023,Kolkata,New Delhi,20:10,11h 40m,2 stops,9150
Vistara,18/03/2023,Mumbai,New Delhi,04:33,10h 21m,2 stops,9152
Jet Airways,09/01/2023,Delhi,Kolkata,00:28,12h 26m,1 stop,8928
GoAir,23/03/2023,Kolkata,Cochin,15:50,9h 35m,2 stops,8432
GoAir,11/02/2023,Kolkata,Bangalore,20:36,8h 45m,1 stop,7165
SpiceJet,02/03/2023,Chennai,Delhi,00:20,17h 56m,non-stop,6536
Jet Airways,11/01/2023,Mumbai,Cochin,16:31,15h 38m,2 stops,10887
Air Asia,12/04/2023,Chennai,Bangalore,08:45,5h 23m,non-stop,4220
SpiceJet,01/01/2023,Kolkata,Hyderabad,10:22,20h 30m,1 stop,9604
Multiple carriers,10/02/2023,Delhi,Kolkata,19:56,18h 12m,1 stop,9961
Air India,08/01/2023,Delhi,Hyderabad,23:56,7h 33m,2 stops,8258
Vistara,15/04/2023,Chennai,Hyderabad,00:19,9h 13m,1 stop,6356
IndiGo,24/03/2023,Bangalore,Hyderabad,13:05,12h 29m,1 stop,6914
Vistara,18/03/2023,Mumbai,Bangalore,14:48,11h 6m,2 stops,8683
Multiple carriers,19/03/2023,Kolkata,Hyderabad,14:18,6h 37m,1 stop,5661
IndiGo,22/04/2023,Bangalore,New Delhi,10:35,16h 23m,1 stop,7645
Vistara,22/03/2023,Mumbai,New Delhi,13:41,11h 25m,1 stop,6918
IndiGo,14/03/2023,Delhi,Cochin,18:02,17h 3m,1 stop,8267
Air India,08/03/2023,Bangalore,New Delhi,05:45,8h 5m,2 stops,9991
GoAir,13/02/2023,Delhi,Kolkata,02:31,13h 34m,non-stop,6324
Vistara,20/01/2023,Chennai,Hyderabad,17:52,3h 52m,1 stop,5168
Jet Airways,30/01/2023,Bangalore,Cochin,07:03,21h 43m,non-stop,9357
SpiceJet,06/01/2023,Chennai,New Delhi,07:48,8h 9m,1 stop,6025
GoAir,07/04/2023,Delhi,Kolkata,20:42,13h 1m,2 stops,9258
IndiGo,09/01/2023,Chennai,Delhi,01:12,19h 2m,1 stop,8220
Air Asia,31/03/2023,Bangalore,Cochin,02:37,12h 32m,1 stop,7313
SpiceJet,01/01/2023,Kolkata,Delhi,20:47,20h 18m,2 stops,10639
GoAir,21/01/2023,Mumbai,Kolkata,06:48,20h 16m,2 stops,10400
GoAir,16/01/2023,Delhi,Kolkata,20:18,15h 1m,3 stops,11485
Vistara,15/01/2023,Kolkata,Bangalore,01:24,4h 47m,1 stop,4909
Multiple carriers,15/04/2023,Kolkata,Delhi,09:23,15h 3m,1 stop,8410
Multiple carriers,04/01/2023,Kolkata,Delhi,09:00,7h 53m,1 stop,7012
GoAir,19/02/2023,Kolkata,Hyderabad,23:20,15h 25m,1 stop,9135
Air Asia,18/03/2023,Chennai,Delhi,09:50,22h 54m,1 stop,9159
Air India,21/03/2023,Bangalore,New Delhi,01:54,1h 17m,non-stop,3871
Air Asia,14/03/2023,Chennai,Hyderabad,05:06,2h 23m,1 stop,5322
SpiceJet,23/04/2023,Chennai,Hyderabad,11:04,9h 26m,non-stop,4359
IndiGo,19/01/2023,Bangalore,Cochin,08:29,7h 7m,non-stop,5052
Air Asia,15/01/2023,Kolkata,New Delhi,02:46,8h 29m,2 stops,7553
IndiGo,09/01/2023,Mumbai,Kolkata,23:44,5h 13m,non-stop,3564
Vistara,05/03/2023,Bangalore,New Delhi,13:53,15h 26m,1 stop,9242
IndiGo,26/03/2023,Mumbai,New Delhi,02:49,9h 45m,2 stops,8222
Air Asia,04/01/2023,Kolkata,Cochin,21:17,7h 15m,3 stops,9909
IndiGo,17/04/2023,Bangalore,Delhi,13:35,23h 31m,1 stop,10215
IndiGo,12/01/2023,Delhi,Cochin,19:23,15h 52m,3 stops,10865
Jet Airways,26/04/2023,Delhi,Hyderabad,11:46,18h 34m,1 stop,10656
GoAir,16/03/2023,Chennai,Bangalore,12:23,15h 22m,2 stops,9052
Air Asia,16/02/2023,Mumbai,Kolkata,13:05,20h 16m,1 stop,9181
GoAir,07/04/2023,Chennai,Kolkata,17:55,22h 10m,non-stop,8203
Jet Airways,11/03/2023,Mumbai,Cochin,20:53,24h 10m,1 stop,13171
SpiceJet,16/04/2023,Chennai,New Delhi,13:56,4h 32m,non-stop,3564
Air India,02/02/2023,Mumbai,New Delhi,17:42,6h 47m,1 stop,7400
GoAir,11/02/2023,Chennai,New Delhi,23:53,12h 35m,3 stops,10571
Vistara,14/02/2023,Kolkata,Delhi,23:26,23h 48m,non-stop,8212
Air Asia,25/04/2023,Kolkata,Hyderabad,06:45,1h 57m,non-stop,3264
Jet Airways,09/02/2023,Bangalore,Hyderabad,07:48,13h 19m,1 stop,9859
Air India,03/01/2023,Kolkata,New Delhi,00:18,4h 13m,1 stop,7195
Air India,27/02/2023,Bangalore,Cochin,03:27,12h 42m,3 stops,10521
Multiple carriers,17/02/2023,Delhi,Kolkata,06:19,14h 39m,3 stops,11300
IndiGo,05/03/2023,Chennai,New Delhi,10:22,1h 16m,non-stop,3513
Vistara,24/02/2023,Mumbai,New Delhi,22:37,20h 56m,2 stops,11943
Air Asia,05/01/2023,Bangalore,Kolkata,15:48,3h 30m,2 stops,6863
Air India,17/04/2023,Bangalore,Hyderabad,22:40,4h 29m,3 stops,10034
GoAir,02/03/2023,Kolkata,Delhi,01:20,10h 35m,3 stops,9443
Vistara,29/03/2023,Bangalore,New Delhi,04:37,22h 49m,non-stop,9415
Air Asia,24/01/2023,Bangalore,Delhi,14:17,23h 36m,3 stops,13891
IndiGo,08/03/2023,Delhi,Hyderabad,15:11,15h 18m,1 stop,6831
Multiple carriers,24/02/2023,Mumbai,Cochin,03:43,5h 53m,non-stop,3657
Air Asia,01/01/2023,Chennai,Bangalore,12:49,24h 51m,1 stop,11082
Vistara,24/01/2023,Bangalore,Cochin,07:21,22h 37m,3 stops,12468
Air Asia,22/01/2023,Bangalore,New Delhi,04:08,24h 38m,non-stop,8897
Air Asia,25/02/2023,Delhi,Hyderabad,00:45,17h 57m,2 stops,10550
Air India,05/01/2023,Chennai,Kolkata,08:27,18h 44m,3 stops,12137
Air India,23/04/2023,Bangalore,Cochin,21:22,16h 25m,1 stop,10356
Jet Airways,21/01/2023,Bangalore,New Delhi,02:36,6h 42m,1 stop,7913
GoAir,03/03/2023,Mumbai,Cochin,02:50,22h 11m,3 stops,12237
IndiGo,19/01/2023,Kolkata,Bangalore,09:08,24h 44m,3 stops,12022
GoAir,11/04/2023,Bangalore,Delhi,00:07,17h 42m,2 stops,10449
IndiGo,10/02/2023,Delhi,Bangalore,07:55,16h 51m,1 stop,7386
Air Asia,28/01/2023,Chennai,Kolkata,03:11,13h 35m,non-stop,5549
Jet Airways,21/04/2023,Mumbai,Bangalore,02:30,17h 4m,1 stop,10255
Vistara,16/04/2023,Delhi,Bangalore,08:26,2h 48m,3 stops,7087
GoAir,25/01/2023,Chennai,New Delhi,21:46,12h 25m,3 stops,10741
SpiceJet,12/04/2023,Kolkata,Delhi,16:56,14h 41m,1 stop,6994
Multiple carriers,25/02/2023,Chennai,New Delhi,19:01,14h 4m,non-stop,6942
Jet Airways,05/02/2023,Bangalore,Cochin,12:17,15h 41m,2 stops,11371
GoAir,07/03/2023,Delhi,Kolkata,15:24,25h 55m,1 stop,10711
GoAir,04/03/2023,Bangalore,Hyderabad,10:34,17h 39m,non-stop,6765
Multiple carriers,18/03/2023,Delhi,Cochin,16:14,11h 59m,2 stops,9607
SpiceJet,14/02/2023,Mumbai,Bangalore,09:12,11h 33m,3 stops,9320
Multiple carriers,27/03/2023,Mumbai,Kolkata,21:12,25h 39m,1 stop,11392
Multiple carriers,29/03/2023,Kolkata,Hyderabad,11:45,18h 35m,2 stops,9918
Air Asia,23/01/2023,Mumbai,Delhi,03:46,24h 56m,2 stops,12307
SpiceJet,12/04/2023,Kolkata,Delhi,20:53,11h 11m,3 stops,9517
SpiceJet,02/04/2023,Chennai,Kolkata,08:59,19h 29m,2 stops,9549
Multiple carriers,02/02/2023,Mumbai,New Delhi,03:24,18h 25m,non-stop,6636
SpiceJet,28/02/2023,Delhi,Kolkata,17:37,9h 32m,3 stops,8657
Multiple carriers,22/03/2023,Bangalore,Kolkata,15:38,4h 30m,3 stops,8292
GoAir,16/02/2023,Bangalore,New Delhi,01:02,3h 17m,non-stop,3873
Multiple carriers,29/04/2023,Kolkata,New Delhi,23:43,14h 13m,non-stop,7325
IndiGo,13/02/2023,Bangalore,New Delhi,19:46,9h 18m,3 stops,8742
SpiceJet,19/03/2023,Kolkata,Delhi,18:48,9h 59m,2 stops,8471
SpiceJet,12/03/2023,Kolkata,New Delhi,18:20,25h 14m,1 stop,10900
Vistara,20/03/2023,Kolkata,Delhi,00:10,3h 36m,2 stops,7407
Air Asia,01/02/2023,Bangalore,New Delhi,13:14,8h 29m,1 stop,7326
Jet Airways,14/01/2023,Kolkata,Cochin,00:15,22h 19m,3 stops,15187
Vistara,30/01/2023,Chennai,Bangalore,03:54,3h 26m,3 stops,8156
Jet Airways,07/04/2023,Chennai,Delhi,12:01,18h 48m,2 stops,11920
Air Asia,13/02/2023,Chennai,Delhi,10:01,16h 32m,3 stops,12216
Air Asia,17/02/2023,Mumbai,Bangalore,04:45,3h 38m,3 stops,7594
Vistara,10/02/2023,Kolkata,Bangalore,11:25,9h 15m,2 stops,9090
SpiceJet,23/04/2023,Chennai,Delhi,15:01,22h 59m,1 stop,9821
Air India,13/04/2023,Chennai,Hyderabad,00:24,19h 22m,2 stops,11530
IndiGo,03/04/2023,Chennai,Kolkata,14:58,14h 5m,3 stops,10022
GoAir,16/02/2023,Kolkata,Cochin,08:30,6h 10m,1 stop,6748
SpiceJet,16/02/2023,Bangalore,Kolkata,01:48,8h 5m,1 stop,5189
IndiGo,27/02/2023,Delhi,Cochin,04:18,5h 54m,3 stops,7820
Jet Airways,22/01/2023,Kolkata,Cochin,16:04,8h 55m,non-stop,7271
IndiGo,11/04/2023,Mumbai,Hyderabad,23:11,10h 35m,3 stops,10429
Vistara,03/01/2023,Kolkata,Bangalore,06:38,23h 4m,non-stop,9332
Air India,10/03/2023,Delhi,Bangalore,03:49,15h 35m,2 stops,11231
Jet Airways,30/04/2023,Kolkata,Delhi,05:15,1h 20m,non-stop,5819
Multiple carriers,06/03/2023,Mumbai,New Delhi,16:57,2h 25m,1 stop,4342
IndiGo,19/04/2023,Chennai,Bangalore,04:15,20h 53m,2 stops,10675
Multiple carriers,28/02/2023,Chennai,Bangalore,05:45,4h 45m,1 stop,4831
IndiGo,18/01/2023,Bangalore,Kolkata,00:18,15h 33m,3 stops,11137
Vistara,03/04/2023,Mumbai,Delhi,12:56,17h 29m,2 stops,10860
Vistara,22/01/2023,Delhi,Kolkata,16:54,16h 8m,non-stop,6423
Air India,18/04/2023,Mumbai,Cochin,09:07,20h 57m,3 stops,13283
Vistara,04/01/2023,Delhi,Cochin,10:31,7h 48m,non-stop,4191
Vistara,12/04/2023,Kolkata,Delhi,23:08,21h 50m,2 stops,11061
SpiceJet,26/04/2023,Kolkata,New Delhi,07:57,15h 16m,3 stops,10567
Air Asia,23/04/2023,Chennai,Cochin,06:29,5h 26m,non-stop,3752
Jet Airways,17/02/2023,Bangalore,Cochin,01:22,15h 58m,3 stops,14066
Vistara,07/02/2023,Bangalore,Delhi,11:52,17h 35m,3 stops,10832
Air Asia,12/02/2023,Bangalore,Cochin,06:19,17h 10m,non-stop,6457
Jet Airways,08/01/2023,Mumbai,Cochin,00:32,7h 40m,2 stops,8799
